{'sample_size': 500, 'difference': -42, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006971653972696233, 'weighted_error': 1.000680238206268, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007798940995966047, 'weighted_error': 1.0013351508617525, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 13, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006967533973042405, 'weighted_error': 1.0005772382149263, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -15, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006993073873105604, 'weighted_error': 1.0005403269851143, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -9, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007036581907240641, 'weighted_error': 1.0005758591424718, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007056173785352767, 'weighted_error': 1.0004469173636312, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -13, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007113946206414979, 'weighted_error': 1.0004708382276946, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.0070905072392607, 'weighted_error': 1.0002980873363594, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007415695641044953, 'weighted_error': 1.0007363299946874, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006958944376947933, 'weighted_error': 1.0003624983125605, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006960196425985697, 'weighted_error': 1.000175022017116, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -3, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.0070760959484823804, 'weighted_error': 1.0008228219002318, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.006977612615128556, 'weighted_error': 1.0001326726827333, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -23, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.00707257067227104, 'weighted_error': 1.000355906188405, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 26, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.0071073535370216176, 'weighted_error': 1.0003324675358711, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 17, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007247100826555885, 'weighted_error': 1.0004729005970487, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006959181653538479, 'weighted_error': 1.0003684302273266, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -7, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.007006771990257606, 'weighted_error': 1.000692528286804, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007068777372624506, 'weighted_error': 1.0007770808011196, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -9, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007003220311349521, 'weighted_error': 1.0002351034676178, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -32, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007128649362465486, 'weighted_error': 1.0005116803278353, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -19, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007685069340419892, 'weighted_error': 1.0015114793795412, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 9, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007397762359221669, 'weighted_error': 1.0007083092418394, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006962417215134113, 'weighted_error': 1.0004493192672148, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 9, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.007013248758724776, 'weighted_error': 1.0007644923808823, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007052609916527032, 'weighted_error': 1.0006760342005105, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -15, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007120461474664298, 'weighted_error': 1.0007040681208772, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007183274536117273, 'weighted_error': 1.000663416921312, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 13, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007339092567741745, 'weighted_error': 1.000805404333259, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -26, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007143181717703769, 'weighted_error': 1.000310526989467, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006977005778755944, 'weighted_error': 1.0008140333577593, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -9, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006969253804313496, 'weighted_error': 1.000275659554089, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -55, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007071793499861181, 'weighted_error': 1.0007959315963504, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -35, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.0072948504655782455, 'weighted_error': 1.001401624084533, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 31, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007252861743993099, 'weighted_error': 1.0008567147209673, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 9, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007092519200597064, 'weighted_error': 1.0003021933799026, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -52, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.00726898298193606, 'weighted_error': 1.0005070914648304, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 34, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006960167785801277, 'weighted_error': 1.0003930835338948, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.0069861987696899774, 'weighted_error': 1.000463936947161, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.00705430930020103, 'weighted_error': 1.0006866553484748, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -1, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007098889499036427, 'weighted_error': 1.0006177802183653, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007198287472028125, 'weighted_error': 1.0007051195210643, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 13, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007353808832054926, 'weighted_error': 1.0008354375257347, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007356985757470766, 'weighted_error': 1.0006445958016028, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -3, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006963530672844259, 'weighted_error': 1.0004771557099668, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006991250409121237, 'weighted_error': 1.0005200662741762, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007002265031325208, 'weighted_error': 1.0003613786679997, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007086943841197207, 'weighted_error': 1.0005699975870082, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -21, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007279348015475687, 'weighted_error': 1.0009302876973083, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -3, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007354660786951006, 'weighted_error': 1.0008371762091968, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.00725391550789109, 'weighted_error': 1.000483548536635, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -48, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006977663276326806, 'weighted_error': 1.0008304707970328, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 11, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006988903949542164, 'weighted_error': 1.0004939945010756, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007073629723482767, 'weighted_error': 1.0008074079939846, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -49, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007132296973950745, 'weighted_error': 1.000751410118023, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -19, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.0073279234788945794, 'weighted_error': 1.0010652195401388, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -9, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.0071439624808896, 'weighted_error': 1.0004071796662142, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.008256852920495586, 'weighted_error': 1.0020506382438301, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -13, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006980190648747081, 'weighted_error': 1.0008936551075407, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -11, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006990880515529398, 'weighted_error': 1.0005159563453787, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.006977896969640966, 'weighted_error': 1.000209078282474, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007083425707718703, 'weighted_error': 1.0005559250530949, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007031911943445286, 'weighted_error': 1.0002429652750011, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -11, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007110920557842767, 'weighted_error': 1.0003397471702, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -30, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.0075132894364678396, 'weighted_error': 1.000888820300036, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 15, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006964135547921178, 'weighted_error': 1.0004922775868947, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.00697157886814653, 'weighted_error': 1.0003014935966805, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007070918882128618, 'weighted_error': 1.0007904652355208, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007070405965552972, 'weighted_error': 1.0005038460844318, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007319420558925566, 'weighted_error': 1.0010416003180018, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -32, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.0076480641131300015, 'weighted_error': 1.0014359585075214, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -19, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007204960918469138, 'weighted_error': 1.0004070569906631, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -23, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.00698643545766161, 'weighted_error': 1.0010497753304, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 27, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.007009730011456411, 'weighted_error': 1.0007253951890123, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 24, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007088318190003937, 'weighted_error': 1.0008992109097423, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 3, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.006985480853248134, 'weighted_error': 1.0001641456352122, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 3, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007266036008152815, 'weighted_error': 1.0008933098991886, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 29, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007401102023839532, 'weighted_error': 1.0009319542436628, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -42, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007748006237215899, 'weighted_error': 1.0012555653012054, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006965920522699068, 'weighted_error': 1.0005369019563413, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -27, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.007009684205418674, 'weighted_error': 1.0007248862330356, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007059548889578385, 'weighted_error': 1.0007194027820825, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 20, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007003697987259777, 'weighted_error': 1.0002370141712587, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007116712875028187, 'weighted_error': 1.0004785234182874, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -27, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007153584944538466, 'weighted_error': 1.0004268173471305, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -11, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007415611673619931, 'weighted_error': 1.000736198795586, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 25, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006958688012790203, 'weighted_error': 1.0003560892086172, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -13, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006989179784959145, 'weighted_error': 1.000497059339043, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007050151991046849, 'weighted_error': 1.0006606721662605, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007003357037089576, 'weighted_error': 1.0002356503705776, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -7, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.00715007755614609, 'weighted_error': 1.0005712030880591, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -21, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007465303830767679, 'weighted_error': 1.001062978339435, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 5, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.0072565448973489, 'weighted_error': 1.0004876569576626, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006960774404084799, 'weighted_error': 1.0004082489909831, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 3, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006974877069387341, 'weighted_error': 1.0003381402771334, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -13, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.00703207696560986, 'weighted_error': 1.0005477032572783, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -21, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.00702247204296681, 'weighted_error': 1.000312110394087, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007078184410365226, 'weighted_error': 1.0003714999053341, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -1, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.0071445932470214635, 'weighted_error': 1.0004084669440343, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007149852253657851, 'weighted_error': 1.0003209497018957, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006982438139490485, 'weighted_error': 1.000949842376125, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006966703522262732, 'weighted_error': 1.0002473230868596, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007052976115116678, 'weighted_error': 1.0006783229416965, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007041143919739506, 'weighted_error': 1.0003867979011773, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 3, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007092583392461066, 'weighted_error': 1.000411497077823, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -19, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.0070874411978921635, 'weighted_error': 1.0002918301090762, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007563863568708144, 'weighted_error': 1.0009678423816621, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006978586831769475, 'weighted_error': 1.0008535596830987, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006969921341019078, 'weighted_error': 1.0002830766285975, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 27, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007049857335203688, 'weighted_error': 1.0006588305672397, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 3, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.0070298383266824615, 'weighted_error': 1.0003415755289502, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.0071575672613657625, 'weighted_error': 1.0005920078247799, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -35, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007155927495968627, 'weighted_error': 1.0004315980643341, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.0072208362746695315, 'weighted_error': 1.0004318622347261, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -25, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.0069931591672717135, 'weighted_error': 1.0012178680706585, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 17, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.007008172173868454, 'weighted_error': 1.0007080858824795, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 19, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007080036992877768, 'weighted_error': 1.0008474534277032, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -21, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007150915508724569, 'weighted_error': 1.000825884257118, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -31, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.0072255777686010755, 'weighted_error': 1.000780925900434, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -48, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007640244851407862, 'weighted_error': 1.0014200008305372, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007597765271940727, 'weighted_error': 1.0010208137929621, 'gamma': 16.000000000000675}
